11.528	5.484
10.627	4.578
10.800	0.154
11.237	4.559
12.326	3.973
11.636	2.905
12.627	4.280
8.766	2.757
12.230	1.182
7.304	0.904
9.768	0.547
8.170	0.678
11.725	-1.233
7.512	1.745
8.349	1.181
7.632	2.123
7.800	1.105
9.773	1.746
5.143	-0.099
5.255	-1.024
6.140	0.270
6.171	-0.521
6.697	-0.469
7.358	1.574
10.449	0.201
8.569	2.647
7.883	-0.912
9.081	0.713
6.326	1.931
10.333	-0.571
12.992	1.463
11.150	0.691
12.189	1.156
13.905	3.749
10.877	6.197
15.223	4.335
17.568	2.239
15.161	3.358
15.301	4.882
16.436	4.464
16.460	5.338
20.159	4.749
19.313	4.830
19.689	3.396
22.656	1.752
20.168	-0.228
21.834	1.031
24.528	2.569
21.286	5.063
24.985	2.706
25.680	3.660
19.207	3.190
21.372	2.051
20.807	0.275
21.069	-1.045
16.013	0.785
19.760	2.155
20.153	-1.603
21.578	3.569
21.674	2.706
22.102	2.951
22.147	1.939
19.997	3.440
17.333	0.949
18.870	1.416
18.923	2.980
17.534	0.129
22.387	0.440
18.184	-1.123
21.132	-1.129
18.420	-0.848
20.233	-1.740
22.788	-0.200
19.731	-0.194
19.751	-1.837
16.677	-0.447
20.310	0.350
18.463	-2.939
12.253	-1.946
19.782	-0.946
15.486	0.574
17.078	0.432
20.026	-0.611
19.811	-0.456
19.418	-0.207
16.461	0.248
17.553	0.516
16.399	-0.558
16.540	1.334
19.796	-1.204
23.139	1.122
21.387	1.396
24.439	0.442
20.849	0.875
19.894	-3.906
18.772	-0.887
19.719	-1.192
17.781	-0.230
18.390	-0.281
16.555	0.392
21.955	1.477
21.876	-0.477
19.585	-1.365
15.494	-1.330
13.925	0.598
15.335	-0.548
17.316	-0.283
18.653	0.262
17.426	3.791
21.770	0.304
20.184	0.480
17.106	1.134
23.105	-1.170
19.279	1.903
18.391	-0.153
15.059	1.592
18.791	0.205
20.037	-0.788
20.580	-0.013
23.842	-0.313
19.863	-0.207
20.201	-0.219
19.058	1.700
20.499	1.351
21.142	-0.244
20.555	0.754
18.426	-0.424
16.599	-0.488
18.009	0.055
18.978	1.759
17.380	-0.526
17.036	0.085
16.565	2.225
15.871	1.459
18.551	0.035
15.209	2.420
14.770	1.013
17.594	3.066
18.081	0.276
14.439	0.182
17.317	0.720
13.435	-1.125
16.899	0.492
18.612	3.170
20.737	0.402
23.830	-0.249
15.639	1.495
16.437	2.149
18.148	1.110
20.018	0.521
20.317	-1.476
18.131	-0.943
19.828	1.546
18.140	-1.024
17.571	-2.047
19.371	-3.086
19.852	-2.882
17.147	-3.007
17.666	-1.901
15.877	-0.950
15.981	-0.981
18.796	-0.701
15.166	-1.137
17.455	-0.648
18.193	0.152
16.911	-1.253
16.014	-1.151
14.605	-3.426
15.153	-2.864
19.822	-1.816
15.099	1.464
16.786	0.325
18.784	-0.591
14.914	-0.223
